CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO
14,K,K478,"The High School for Enterprise, Business and Technology",12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,64,2,32,30,34,STARS,
14,K,K478,"The High School for Enterprise, Business and Technology",12-Sep,CTT,SOCIAL STUDIES,Participation in Government,-,33,1,33,33,33,STARS,
14,K,K478,"The High School for Enterprise, Business and Technology",12-Sep,CTT,SOCIAL STUDIES,Other Social Studies,-,52,2,26,12,40,STARS,
14,K,K478,"The High School for Enterprise, Business and Technology",,,,,,,,,,,,17.4
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,ENGLISH,English 9,-,89,3,29.7,28,31,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,ENGLISH,English 10,-,81,3,27,21,32,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,ENGLISH,English 11,-,38,3,12.7,11,16,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,ENGLISH,English 12,-,58,4,14.5,12,18,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,ENGLISH,Other English,-,113,4,28.3,24,31,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,MATH,Integrated Algebra,-,105,4,26.3,21,28,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,MATH,Geometry,-,65,2,32.5,32,33,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,MATH,Trigonometry,-,49,2,24.5,22,27,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,MATH,Other Math,-,23,1,23,23,23,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,SCIENCE,Living Environment,-,170,6,28.3,21,32,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,SCIENCE,Chemistry,-,42,2,21,18,24,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,SCIENCE,Physics,-,52,2,26,22,30,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,170,6,28.3,21,32,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,114,6,19,14,27,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,GEN ED,SOCIAL STUDIES,Other Social Studies,-,10,1,10,10,10,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,ENGLISH,English 9,-,30,1,30,30,30,STARS,
14,K,K582,M.S. 582,8,GEN ED,-,-,-,79,3,26.3,25,27,ATS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,ENGLISH,English 10,-,26,1,26,26,26,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,ENGLISH,English 11,-,34,2,17,12,22,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,ENGLISH,Other English,-,30,1,30,30,30,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,MATH,Integrated Algebra,-,56,2,28,26,30,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,MATH,Trigonometry,-,21,1,21,21,21,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,SCIENCE,Living Environment,-,92,4,23,16,30,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,SCIENCE,Chemistry,-,18,1,18,18,18,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,SCIENCE,Physics,-,26,1,26,26,26,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,56,2,28,26,30,STARS,
14,K,K488,Brooklyn Preparatory High School,12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,24,1,24,24,24,STARS,
14,K,K488,Brooklyn Preparatory High School,,,,,,,,,,,,13.2
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,ENGLISH,English 9,-,73,3,24.3,23,25,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,ENGLISH,English 10,-,76,3,25.3,18,31,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,ENGLISH,English 11,-,45,2,22.5,15,30,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,ENGLISH,English 12,-,64,2,32,31,33,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,MATH,Integrated Algebra,-,90,4,22.5,20,25,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,MATH,Geometry,-,80,3,26.7,22,31,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,MATH,Other Math,-,55,2,27.5,27,28,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,SCIENCE,Living Environment,-,147,6,24.5,19,30,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,SCIENCE,Chemistry,-,89,3,29.7,27,34,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,SCIENCE,Other Science,-,139,7,19.9,10,25,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,176,7,25.1,18,32,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,48,2,24,24,24,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,GEN ED,SOCIAL STUDIES,Participation in Government,-,77,3,25.7,22,30,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,ENGLISH,English 9,-,41,2,20.5,19,22,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,ENGLISH,English 10,-,28,1,28,28,28,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,ENGLISH,English 11,-,51,2,25.5,22,29,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,ENGLISH,English 12,-,34,1,34,34,34,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,ENGLISH,Other English,-,22,1,22,22,22,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,MATH,Integrated Algebra,-,62,3,20.7,19,22,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,MATH,Geometry,-,24,1,24,24,24,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,MATH,Other Math,-,24,1,24,24,24,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,SCIENCE,Living Environment,-,34,1,34,34,34,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,SCIENCE,Chemistry,-,51,2,25.5,19,32,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,SCIENCE,Other Science,-,57,2,28.5,26,31,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,53,2,26.5,21,32,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,52,2,26,19,33,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,12-Sep,CTT,SOCIAL STUDIES,Participation in Government,-,24,1,24,24,24,STARS,
14,K,K558,Williamsburg High School for Architecture and Design,,,,,,,,,,,,17
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,ENGLISH,English 9,-,130,5,26,19,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,ENGLISH,English 10,-,104,4,26,19,29,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,ENGLISH,English 11,-,96,4,24,19,28,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,ENGLISH,English 12,-,76,3,25.3,19,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,ENGLISH,Other English,-,128,5,25.6,17,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,MATH,Integrated Algebra,-,116,4,29,26,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,MATH,Geometry,-,202,9,22.4,11,30,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,MATH,Trigonometry,-,88,4,22,20,24,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,MATH,Other Math,-,63,3,21,19,23,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SCIENCE,Earth Science,-,108,4,27,24,31,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SCIENCE,Living Environment,-,127,5,25.4,19,31,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SCIENCE,Chemistry,-,89,3,29.7,26,33,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SCIENCE,Physics,-,27,1,27,27,27,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SCIENCE,Other Science,-,71,3,23.7,21,25,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,214,8,26.8,20,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,103,4,25.8,20,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SOCIAL STUDIES,Economics,-,76,3,25.3,21,31,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,GEN ED,SOCIAL STUDIES,Other Social Studies,-,75,3,25,23,28,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,ENGLISH,English 9,-,33,1,33,33,33,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,ENGLISH,English 10,-,33,1,33,33,33,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,ENGLISH,English 11,-,27,1,27,27,27,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,ENGLISH,English 12,-,30,1,30,30,30,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,ENGLISH,Other English,-,30,1,30,30,30,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,MATH,Integrated Algebra,-,67,3,22.3,15,27,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,SCIENCE,Earth Science,-,32,1,32,32,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,SCIENCE,Living Environment,-,29,1,29,29,29,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,SCIENCE,Other Science,-,49,2,24.5,18,31,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,89,3,29.7,27,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,32,1,32,32,32,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,SOCIAL STUDIES,Economics,-,31,1,31,31,31,STARS,
14,K,K561,Williamsburg Preparatory School,12-Sep,CTT,SOCIAL STUDIES,Other Social Studies,-,20,1,20,20,20,STARS,
14,K,K561,Williamsburg Preparatory School,,,,,,,,,,,,14.8
14,K,K577,Conselyea Preparatory School,6,GEN ED,-,-,-,138,4,34.5,33,36,ATS,
14,K,K577,Conselyea Preparatory School,6,CTT,-,-,-,30,1,30,30,30,ATS,
14,K,K577,Conselyea Preparatory School,7,GEN ED,-,-,-,131,4,32.8,31,35,ATS,
14,K,K577,Conselyea Preparatory School,7,CTT,-,-,-,27,1,27,27,27,ATS,
14,K,K577,Conselyea Preparatory School,8,GEN ED,-,-,-,96,3,32,30,33,ATS,
14,K,K577,Conselyea Preparatory School,8,CTT,-,-,-,25,1,25,25,25,ATS,
14,K,K577,Conselyea Preparatory School,MS Core,GEN ED,ENGLISH,MS English Core,-,367,11,33.4,30,36,STARS,
14,K,K577,Conselyea Preparatory School,MS Core,GEN ED,MATH,MS Math Core,-,367,11,33.4,30,36,STARS,
14,K,K577,Conselyea Preparatory School,MS Core,GEN ED,SCIENCE,MS Science Core,-,367,11,33.4,30,36,STARS,
14,K,K577,Conselyea Preparatory School,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,367,11,33.4,30,36,STARS,
14,K,K577,Conselyea Preparatory School,MS Core,CTT,ENGLISH,MS English Core,-,80,3,26.7,24,29,STARS,
14,K,K577,Conselyea Preparatory School,MS Core,CTT,MATH,MS Math Core,-,80,3,26.7,24,29,STARS,
14,K,K577,Conselyea Preparatory School,MS Core,CTT,SCIENCE,MS Science Core,-,80,3,26.7,24,29,STARS,
14,K,K577,Conselyea Preparatory School,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,80,3,26.7,24,29,STARS,
14,K,K577,Conselyea Preparatory School,,,,,,,,,,,,15.3
14,K,K582,M.S. 582,0K-09,SPEC ED,-,-,12:01,4,1,4,4,4,ATS,
14,K,K582,M.S. 582,0K-09,SPEC ED,-,-,12:01:01,3,1,3,3,3,ATS,
14,K,K582,M.S. 582,MS Core,GEN ED,ENGLISH,MS English Core,-,234,9,26,24,28,STARS,
14,K,K582,M.S. 582,MS Core,GEN ED,MATH,MS Math Core,-,154,6,25.7,24,28,STARS,
14,K,K582,M.S. 582,MS Core,GEN ED,SCIENCE,MS Science Core,-,154,6,25.7,24,28,STARS,
14,K,K582,M.S. 582,MS Core,GEN ED,SCIENCE,Other Science,-,80,3,26.7,25,28,STARS,
14,K,K582,M.S. 582,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,154,6,25.7,24,28,STARS,
14,K,K582,M.S. 582,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,80,3,26.7,25,28,STARS,
14,K,K582,M.S. 582,MS Core,CTT,ENGLISH,MS English Core,-,71,3,23.7,22,25,STARS,
14,K,K582,M.S. 582,MS Core,CTT,MATH,MS Math Core,-,46,2,23,22,24,STARS,
14,K,K582,M.S. 582,MS Core,CTT,SCIENCE,MS Science Core,-,46,2,23,22,24,STARS,
14,K,K582,M.S. 582,MS Core,CTT,SCIENCE,Other Science,-,25,1,25,25,25,STARS,
14,K,K582,M.S. 582,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,46,2,23,22,24,STARS,
14,K,K582,M.S. 582,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,25,1,25,25,25,STARS,
14,K,K582,M.S. 582,,,,,,,,,,,,11.3
14,K,K586,Lyons Community School,6,GEN ED,-,-,-,49,2,24.5,23,26,ATS,
14,K,K586,Lyons Community School,7,GEN ED,-,-,-,48,2,24,24,24,ATS,
14,K,K586,Lyons Community School,7,CTT,-,-,-,29,1,29,29,29,ATS,
14,K,K586,Lyons Community School,8,GEN ED,-,-,-,53,2,26.5,25,28,ATS,
14,K,K586,Lyons Community School,8,CTT,-,-,-,24,1,24,24,24,ATS,
14,K,K586,Lyons Community School,0K-09,SPEC ED,-,-,15:01,12,1,12,12,12,ATS,
14,K,K586,Lyons Community School,MS Core,GEN ED,ENGLISH,MS English Core,-,143,6,23.8,21,27,STARS,
14,K,K586,Lyons Community School,MS Core,GEN ED,MATH,MS Math Core,-,201,8,25.1,24,27,STARS,
14,K,K586,Lyons Community School,MS Core,GEN ED,SCIENCE,MS Science Core,-,101,4,25.3,24,27,STARS,
14,K,K586,Lyons Community School,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,151,6,25.2,24,27,STARS,
14,K,K586,Lyons Community School,MS Core,CTT,ENGLISH,MS English Core,-,52,2,26,24,28,STARS,
14,K,K586,Lyons Community School,MS Core,CTT,MATH,MS Math Core,-,52,2,26,24,28,STARS,
14,K,K586,Lyons Community School,MS Core,CTT,SCIENCE,MS Science Core,-,52,2,26,24,28,STARS,
14,K,K586,Lyons Community School,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,52,2,26,24,28,STARS,
14,K,K586,Lyons Community School,MS Core,SPEC ED,ENGLISH,MS English Core,-,14,1,14,14,14,STARS,
14,K,K586,Lyons Community School,MS Core,SPEC ED,MATH,MS Math Core,-,14,1,14,14,14,STARS,
14,K,K586,Lyons Community School,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,14,1,14,14,14,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,ENGLISH,English 9,-,63,3,21,11,36,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,ENGLISH,English 10,-,51,2,25.5,22,29,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,ENGLISH,English 11,-,80,5,16,10,21,STARS,
15,K,K001,P.S. 001 The Bergen,0K,CTT,-,-,-,25,1,25,25,25,ATS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,ENGLISH,English 12,-,62,3,20.7,19,23,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,ENGLISH,MS English Core,-,13,1,13,13,13,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,ENGLISH,Other English,-,62,3,20.7,18,23,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,MATH,Integrated Algebra,-,131,5,26.2,17,36,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,MATH,Math A,-,10,1,10,10,10,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,MATH,Other Math,-,78,3,26,24,27,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,SCIENCE,Living Environment,-,95,5,19,12,27,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,SCIENCE,Chemistry,-,95,4,23.8,22,26,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,SCIENCE,Other Science,-,36,1,36,36,36,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,125,6,20.8,10,36,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,53,3,17.7,15,21,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,SOCIAL STUDIES,Participation in Government,-,49,3,16.3,13,21,STARS,
14,K,K586,Lyons Community School,12-Sep,GEN ED,SOCIAL STUDIES,Other Social Studies,-,39,2,19.5,18,21,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,ENGLISH,English 9,-,57,2,28.5,24,33,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,ENGLISH,English 10,-,30,1,30,30,30,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,ENGLISH,English 11,-,14,1,14,14,14,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,ENGLISH,MS English Core,-,15,1,15,15,15,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,ENGLISH,Other English,-,46,2,23,20,26,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,MATH,Integrated Algebra,-,112,4,28,15,35,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,MATH,Other Math,-,20,1,20,20,20,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,SCIENCE,Living Environment,-,47,2,23.5,17,30,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,SCIENCE,Other Science,-,68,2,34,33,35,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,119,4,29.8,20,35,STARS,
14,K,K586,Lyons Community School,12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,23,1,23,23,23,STARS,
14,K,K586,Lyons Community School,12-Sep,SPEC ED,ENGLISH,English 9,-,14,1,14,14,14,STARS,
14,K,K586,Lyons Community School,,,,,,,,,,,,10.1
14,K,K610,Automotive High School,12-Sep,GEN ED,ENGLISH,English 9,-,136,6,22.7,15,27,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,ENGLISH,English 10,-,122,4,30.5,29,32,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,ENGLISH,Other English,-,360,12,30,24,35,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,MATH,Integrated Algebra,-,374,18,20.8,10,34,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,MATH,Geometry,-,137,6,22.8,16,27,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,MATH,Trigonometry,-,99,4,24.8,10,34,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,MATH,Math A,-,29,1,29,29,29,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,SCIENCE,Earth Science,-,230,9,25.6,19,32,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,SCIENCE,Living Environment,-,164,8,20.5,17,23,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,SCIENCE,Chemistry,-,31,2,15.5,11,20,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,SCIENCE,Other Science,-,31,1,31,31,31,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,151,6,25.2,13,32,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,305,11,27.7,15,34,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,SOCIAL STUDIES,Participation in Government,-,191,6,31.8,26,35,STARS,
14,K,K610,Automotive High School,12-Sep,GEN ED,SOCIAL STUDIES,Other Social Studies,-,51,2,25.5,25,26,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,ENGLISH,English 9,-,61,3,20.3,16,23,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,ENGLISH,English 10,-,73,3,24.3,16,30,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,ENGLISH,English 11,-,21,1,21,21,21,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,ENGLISH,Other English,-,51,2,25.5,16,35,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,MATH,Integrated Algebra,-,141,5,28.2,20,33,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,MATH,Geometry,-,45,2,22.5,18,27,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,SCIENCE,Earth Science,-,44,2,22,14,30,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,SCIENCE,Living Environment,-,161,6,26.8,20,31,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,SCIENCE,Other Science,-,33,1,33,33,33,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,51,2,25.5,25,26,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,95,4,23.8,16,33,STARS,
14,K,K610,Automotive High School,12-Sep,CTT,SOCIAL STUDIES,Participation in Government,-,24,1,24,24,24,STARS,
14,K,K610,Automotive High School,12-Sep,SPEC ED,ENGLISH,English 9,-,16,1,16,16,16,STARS,
14,K,K610,Automotive High School,12-Sep,SPEC ED,ENGLISH,English 10,-,11,1,11,11,11,STARS,
14,K,K610,Automotive High School,12-Sep,SPEC ED,MATH,Integrated Algebra,-,28,2,14,12,16,STARS,
14,K,K610,Automotive High School,12-Sep,SPEC ED,SCIENCE,Living Environment,-,29,2,14.5,13,16,STARS,
14,K,K610,Automotive High School,12-Sep,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,14,1,14,14,14,STARS,
14,K,K610,Automotive High School,12-Sep,SPEC ED,SOCIAL STUDIES,US History & Government,-,16,1,16,16,16,STARS,
14,K,K610,Automotive High School,,,,,,,,,,,,13.8
14,K,K614,Young Women's Leadership School of Brooklyn,6,GEN ED,-,-,-,56,3,18.7,17,22,ATS,
14,K,K614,Young Women's Leadership School of Brooklyn,6,CTT,-,-,-,20,1,20,20,20,ATS,
14,K,K614,Young Women's Leadership School of Brooklyn,7,GEN ED,-,-,-,18,1,18,18,18,ATS,
14,K,K614,Young Women's Leadership School of Brooklyn,7,CTT,-,-,-,38,2,19,19,19,ATS,
14,K,K614,Young Women's Leadership School of Brooklyn,8,GEN ED,-,-,-,21,1,21,21,21,ATS,
14,K,K614,Young Women's Leadership School of Brooklyn,8,CTT,-,-,-,44,2,22,22,22,ATS,
14,K,K614,Young Women's Leadership School of Brooklyn,MS Core,GEN ED,ENGLISH,MS English Core,-,160,10,16,12,21,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,MS Core,GEN ED,MATH,MS Math Core,-,134,8,16.8,14,22,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,MS Core,GEN ED,SCIENCE,MS Science Core,-,110,7,15.7,13,18,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,144,9,16,12,21,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,MS Core,CTT,ENGLISH,MS English Core,-,12,1,12,12,12,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,MS Core,CTT,MATH,MS Math Core,-,22,1,22,22,22,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,MS Core,CTT,SCIENCE,MS Science Core,-,44,2,22,22,22,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,22,1,22,22,22,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,12-Sep,GEN ED,MATH,Integrated Algebra,-,42,2,21,21,21,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,12-Sep,GEN ED,SCIENCE,Living Environment,-,42,2,21,21,21,STARS,
14,K,K614,Young Women's Leadership School of Brooklyn,,,,,,,,,,,,11.1
14,K,K632,Frances Perkins Academy,12-Sep,GEN ED,ENGLISH,English 9,-,29,2,14.5,13,16,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,GEN ED,ENGLISH,English 10,-,19,1,19,19,19,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,GEN ED,ENGLISH,English 11,-,59,3,19.7,18,22,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,GEN ED,MATH,Integrated Algebra,-,57,4,14.3,11,18,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,GEN ED,MATH,Geometry,-,42,2,21,20,22,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,GEN ED,SCIENCE,Earth Science,-,77,4,19.3,17,23,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,GEN ED,SCIENCE,Living Environment,-,40,3,13.3,11,16,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,176,10,17.6,11,22,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,CTT,ENGLISH,English 10,-,19,1,19,19,19,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,CTT,MATH,Integrated Algebra,-,18,1,18,18,18,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,CTT,MATH,Geometry,-,19,1,19,19,19,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,CTT,SCIENCE,Living Environment,-,20,1,20,20,20,STARS,
14,K,K632,Frances Perkins Academy,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,19,1,19,19,19,STARS,
14,K,K632,Frances Perkins Academy,,,,,,,,,,,,10
